date,Gold_Rum
2021-05-21,281.9
2021-05-22,95.55
2021-05-24,266.14
2021-05-25,524.79000000000008
2021-05-26,461.84000000000003
2021-05-27,308.85
2021-05-28,436.95000000000005
2021-06-01,287.6
2021-06-02,427.42000000000013
2021-06-03,409.84000000000003
2021-06-04,217.8
2021-06-05,409.07
2021-06-06,9.0
2021-06-07,295.04999999999995
2021-06-08,343.72
2021-06-09,529.44
2021-06-10,436.40000000000003
2021-06-11,193.69000000000003
2021-06-12,155.6
2021-06-13,0.75
2021-06-14,367.30000000000007
2021-06-15,463.79000000000013
2021-06-16,424.17
2021-06-17,381.65000000000003
2021-06-18,220.05
2021-06-21,414.9
2021-06-22,234.1
2021-06-23,485.3
2021-06-24,426.54999999999995
2021-06-25,567.15
2021-06-27,3.75
2021-06-28,376.78999999999996
2021-06-29,288.52
2021-06-30,519.72
2021-07-01,381.65000000000003
2021-07-02,485.72
2021-07-04,10.5
2021-07-05,384.6
2021-07-06,443.22
2021-07-07,698.09999999999991
2021-07-08,393.4
2021-07-09,375.5200000000001
2021-07-11,4.0
2021-07-12,260.4
2021-07-13,284.27000000000004
2021-07-14,382.75
2021-07-15,341.6
2021-07-16,248.82000000000002
2021-07-19,267.6
2021-07-20,378.32
2021-07-21,477.7
2021-07-22,279.54
2021-07-23,287.25
2021-07-26,214.75
2021-07-27,251.37
2021-07-28,415.05
2021-07-29,263.74
2021-07-30,651.37
2021-08-02,251.61
2021-08-03,431.87
2021-08-04,483.0
2021-08-05,356.0
2021-08-06,362.5
2021-08-09,180.62
2021-08-10,366.99
2021-08-11,321.0
2021-08-12,353.62
2021-08-13,419.85
2021-08-15,0.6
2021-08-16,285.2
2021-08-17,342.62
2021-08-18,401.25000000000006
2021-08-19,429.52
2021-08-20,309.85
2021-08-23,254.65
2021-08-24,401.54
2021-08-25,853.05000000000007
2021-08-26,511.77000000000004
2021-08-27,450.0
2021-08-30,460.87
2021-08-31,435.35
2021-09-01,391.75
2021-09-02,244.50000000000003
2021-09-03,382.97000000000008
2021-09-06,9.0
2021-09-07,250.52
2021-09-08,542.15000000000009
2021-09-09,560.72
2021-09-10,293.66999999999996
2021-09-11,294.4
2021-09-13,267.14
2021-09-14,214.37000000000003
2021-09-15,513.95
2021-09-16,417.77000000000004
2021-09-17,299.85
2021-09-20,230.35
2021-09-21,322.1
2021-09-22,475.32
2021-09-23,271.6
2021-09-24,325.42
2021-09-27,208.12
2021-09-28,332.15
2021-09-29,339.05
2021-09-30,333.25
2021-10-01,368.47
2021-10-04,300.19000000000005
2021-10-05,193.81
2021-10-06,490.55
2021-10-07,587.79
2021-10-08,417.67
2021-10-11,255.25
2021-10-12,581.21999999999991
2021-10-13,383.0
2021-10-14,354.72
2021-10-15,370.52
2021-10-18,418.0
2021-10-19,583.52
2021-10-20,436.87
2021-10-21,378.87
2021-10-22,325.4
2021-10-25,366.70000000000005
2021-10-26,247.49
2021-10-27,382.42000000000007
2021-10-28,478.35
2021-10-29,433.17
2021-11-01,405.42
2021-11-02,408.57000000000005
2021-11-03,406.70000000000005
2021-11-04,463.25000000000006
2021-11-05,339.65
2021-11-07,2.35
2021-11-08,373.8
2021-11-09,406.6
2021-11-10,312.78999999999996
2021-11-11,336.34999999999997
2021-11-12,521.12
2021-11-15,393.85
2021-11-16,586.2399999999999
2021-11-17,361.17
2021-11-18,373.85
2021-11-19,372.15
2021-11-22,362.20000000000005
2021-11-23,394.84999999999997
2021-11-24,540.4
2021-11-26,535.4
2021-11-28,2.25
2021-11-29,336.55
2021-11-30,235.25
2021-12-01,340.5
2021-12-02,242.75
2021-12-03,250.0
2021-12-06,321.25
2021-12-07,531.25
2021-12-08,486.5
2021-12-09,327.5
2021-12-10,374.25
2021-12-13,180.0
2021-12-14,360.25
2021-12-15,487.25
2021-12-16,448.25
2021-12-17,433.75
2021-12-19,9.0
2021-12-20,399.75
2021-12-21,538.0
2021-12-22,622.0
2021-12-23,387.5
2021-12-24,381.0
2021-12-27,320.02
2021-12-28,619.71
2021-12-29,624.92
2021-12-30,1063.1399999999999
2021-12-31,507.80999999999995
2022-01-02,3.1
2022-01-03,331.33
2022-01-04,179.56
2022-01-05,362.60000000000008
2022-01-06,233.51
2022-01-07,349.31000000000006
2022-01-10,182.64000000000001
2022-01-11,200.42
2022-01-12,428.61999999999995
2022-01-13,185.75
2022-01-14,349.2
2022-01-17,291.57
2022-01-18,242.74
2022-01-19,323.47
2022-01-20,217.65
2022-01-21,258.79999999999995
2022-01-24,375.45
2022-01-25,270.45
2022-01-26,237.4
2022-01-27,295.1
2022-01-28,334.85
2022-01-30,4.5
2022-01-31,131.05
2022-02-01,305.8
2022-02-02,409.66
2022-02-03,247.79999999999998
2022-02-04,453.77
2022-02-07,309.16
2022-02-08,327.92
2022-02-09,362.0
2022-02-10,372.82
2022-02-11,338.72
2022-02-13,18.0
2022-02-14,370.87
2022-02-15,283.5
2022-02-16,529.0
2022-02-17,323.5
2022-02-18,352.5
2022-02-21,301.24
2022-02-22,402.12
2022-02-23,316.0
2022-02-24,433.25
2022-02-25,376.5
2022-02-26,33.0
2022-02-27,3.0
2022-02-28,308.5
2022-03-01,179.0
2022-03-02,344.25
2022-03-03,331.25
2022-03-04,376.75
2022-03-07,297.75
2022-03-08,161.75
2022-03-09,291.5
2022-03-10,381.75
2022-03-11,343.5
2022-03-14,274.0
2022-03-15,245.75
2022-03-16,426.25
2022-03-17,420.25
2022-03-18,313.25
2022-03-21,328.25
2022-03-22,371.3
2022-03-23,513.55
2022-03-24,276.32
2022-03-25,439.79999999999995
2022-03-27,1.5
2022-03-28,210.62
2022-03-29,265.24
2022-03-30,401.73
2022-03-31,241.24
